"NYC_extract.DBA","NYC_extract.TripAdvisor.URL","NYC_extract.INSPECTION.DATE","NYC_extract.VIOLATION.DESCRIPTION","NYC_extract.SCORE","NYC_extract.GRADE","NYC_initial.Latitude","NYC_initial.Longitude","NYC_list_URL_final$NYC_extract.DBA"
"93485","HIGHLINE PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4948188-Reviews-Highline_Pizzeria-New_York_City_New_York.html","06/04/2019","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",6,"A",40.709173144451,-74.008775726868,"HIGHLINE PIZZERIA"
"93738","MARINARA PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d12815563-Reviews-Marinara_Pizza-New_York_City_New_York.html","09/04/2019","Proper sanitization not provided for utensil ware washing operation.",26,"",40.718444982329,-73.991338486346,"MARINARA PIZZA"
"93828","LAKE COMO PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d5541569-Reviews-Lake_Como_Pizza-New_York_City_New_York.html","09/04/2019","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",36,"C",40.723730777472,-73.985208232581,"LAKE COMO PIZZA"
"93849","LITTLE LUZZO'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d4758699-Reviews-Little_Luzzo_s-New_York_City_New_York.html","09/04/2019","Single service item reused, improperly stored, dispensed; not used when required.",9,"A",40.721596271652,-73.99733756748,"LITTLE LUZZO'S"
"94086","PAPA JOHN'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d15651043-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html","09/04/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10,"A",40.763854030179,-73.987917564599,"PAPA JOHN'S PIZZA"
"94124","ARTURO'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d479377-Reviews-Arturo_s_Pizza-New_York_City_New_York.html ","09/04/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",9,"A",40.765512884509,-73.965769788003,"ARTURO'S PIZZA"
"95401","LUCY LOVES MANERO'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d18954197-Reviews-Manero_s_Pizza-New_York_City_New_York.html","12/04/2019","Evidence of rats or live rats present in facility's food and/or non-food areas.",39,"C",40.778919615406,-73.95391960899,"LUCY LOVES MANERO'S PIZZA"
"99375","RIBALTA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3158813-Reviews-Ribalta_Pizza-New_York_City_New_York.html","02/01/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,"A",40.73348633545,-73.991798383267,"RIBALTA"
"141488","RUBIROSA PIZZA & RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d2009679-Reviews-Rubirosa-New_York_City_New_York.html","02/06/2020","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.760828470287,-73.968887432352,"RUBIROSA PIZZA & RISTORANTE"
"144897","K RICO","https://www.tripadvisor.com/Restaurant_Review-g60763-d7617787-Reviews-K_Rico_Steakhouse-New_York_City_New_York.html","04/25/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",20,"",40.764438696522,-73.988235134758,"K RICO"
"146818","ROYAL 35 STEAK HOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d12015308-Reviews-Royal_35_Steakhouse-New_York_City_New_York.html","01/07/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,"A",40.749001634104,-73.983831133498,"ROYAL 35 STEAK HOUSE"
"149216","BRAVO PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d779894-Reviews-Bravo_Pizza-New_York_City_New_York.html","01/13/2020","Hot food item not held at or above 140Âº F.",12,"A",40.727472716915,-74.005480478325,"BRAVO PIZZA"
"158375","KEENS STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d425330-Reviews-Keens_Steakhouse-New_York_City_New_York.html","01/21/2020","Food contact surface not properly maintained.",13,"A",40.775337716447,-73.947538635214,"KEENS STEAKHOUSE"
"178199","GALLAGHER'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d478965-Reviews-Gallagher_s_Steak_House-New_York_City_New_York.html","04/30/2018","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.762903825253,-73.983719449238,"GALLAGHER'S"
"224281","PATZERIA'S PERFECT PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d778986-Reviews-Patzeria_Perfect_Pizza-New_York_City_New_York.html","04/21/2017","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",16,"B",40.763854030179,-73.987917564599,"PATZERIA'S PERFECT PIZZA"
"306765","DANIELLO'S PIZZERIA & RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d4478420-Reviews-Cafe_Daniello_s_Pizzeria_Restaurant-New_York_City_New_York.html","08/26/2019","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",49,"",40.737255148645,-73.99692196379,"DANIELLO'S PIZZERIA & RESTAURANT"
"272537","WOLFGANG'S STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d1862364-Reviews-Wolfgang_s_Steakhouse_Midtown_54th_Street-New_York_City_New_York.html","07/17/2017","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",25,"",40.851030689063,-73.938763711348,"WOLFGANG'S STEAKHOUSE"
"272737","SPARKS STEAK HOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d425681-Reviews-Sparks_Steak_House-New_York_City_New_York.html","07/17/2017","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",12,"A",40.711890801265,-73.999570754526,"SPARKS STEAK HOUSE"
"273285","ZIA MARIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d10396202-Reviews-Zia_Maria_Chelsea-New_York_City_New_York.html","07/17/2017","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",20,"",40.77827497793,-73.948363166008,"ZIA MARIA"
"273325","ARTICHOKE BASILLE'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d15162035-Reviews-Artichoke_Basille_s_Pizza-New_York_City_New_York.html","07/17/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",23,"",40.780147669306,-73.950102122087,"ARTICHOKE BASILLE'S PIZZA"
"273392","GINA","https://www.tripadvisor.com/Restaurant_Review-g60763-d15059043-Reviews-Gina_La_Fornarina-New_York_City_New_York.html","07/17/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4,"A",40.793231573165,-73.943468732239,"GINA"
"273753","PIZZA ETALIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d19270365-Reviews-Pizza_Etalia-New_York_City_New_York.html","07/17/2019","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",45,"",40.7581174832,-73.987896951475,"PIZZA ETALIA"
"274216","MOTORINO","https://www.tripadvisor.com/Restaurant_Review-g60763-d11832948-Reviews-Motorino-New_York_City_New_York.html","07/17/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4,"A",40.739124333525,-74.00304564563,"MOTORINO"
"274636","TALIA'S STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d459329-Reviews-Talia_s_Steakhouse_Bar-New_York_City_New_York.html","07/18/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",8,"A",40.729339283726,-74.00105355146,"TALIA'S STEAKHOUSE"
"274807","NICK'S RESTAURANT PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d476854-Reviews-Nick_s-New_York_City_New_York.html","07/18/2017","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",38,"",40.749408632635,-73.990843601399,"NICK'S RESTAURANT PIZZERIA"
"274972","DANIELLO'S PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d5485365-Reviews-Daniello_s_Pizzeria-New_York_City_New_York.html","07/18/2017","Proper sanitization not provided for utensil ware washing operation.",12,"A",40.758166916485,-73.962582672855,"DANIELLO'S PIZZERIA"
"274996","ROBERTA'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d11750492-Reviews-Roberta_s-New_York_City_New_York.html","07/18/2017","Proper sanitization not provided for utensil ware washing operation.",2,"A",40.798096198339,-73.939892520161,"ROBERTA'S PIZZA"
"275305","BROOKLYN PIZZA MASTERS","https://www.tripadvisor.com/Restaurant_Review-g60763-d19667404-Reviews-Brooklyn_Pizza_Masters_Llc-New_York_City_New_York.html","07/18/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",15,"",40.739864411637,-73.98449012921,"BROOKLYN PIZZA MASTERS"
"275332","PALM RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d478260-Reviews-The_Palm_Palm_West-New_York_City_New_York.html","07/18/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,"A",40.725438721798,-74.007637799305,"PALM RESTAURANT"
"276433","MEDITERRANEO PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d11837684-Reviews-Mediterraneo_Pizza-New_York_City_New_York.html","07/18/2019","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",7,"A",40.769269449645,-73.954911903331,"MEDITERRANEO PIZZA"
"276501","KING'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4731177-Reviews-King_s_Pizza_of_Harlem-New_York_City_New_York.html","07/18/2019","Hot food item not held at or above 140Âº F.",12,"A",40.802492984625,-73.95079326569,"KING'S PIZZA"
"276562","99 CENT EXPRESS PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3786278-Reviews-99_Cent_Express_Pizza-New_York_City_New_York.html","07/19/2017","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11,"A",40.75704199863,-73.99362190872,"99 CENT EXPRESS PIZZA"
"276841","ANGELO'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d953192-Reviews-Angelo_s_Pizza-New_York_City_New_York.html","07/19/2018","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,"A",40.760476326281,-73.96601423936,"ANGELO'S PIZZA"
"276903","PIZZA PARK","https://www.tripadvisor.com/Restaurant_Review-g60763-d1594710-Reviews-Pizza_Park_Corporation-New_York_City_New_York.html","07/19/2018","Hot food item not held at or above 140Âº F.",13,"A",40.729391434692,-74.001006647563,"PIZZA PARK"
"277153","TACO BELL PIZZA HUT EXPRESS","https://www.tripadvisor.com/Restaurant_Review-g60763-d4660003-Reviews-Taco_Bell-New_York_City_New_York.html","07/19/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.85067595321,-73.937527825143,"TACO BELL PIZZA HUT EXPRESS"
"277187","CASABIANCA  PIZZA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d425634-Reviews-Casabianca-New_York_City_New_York.html","07/20/2016","Hot food item not held at or above 140Âº F.",9,"A",40.782078262096,-73.98095960951,"CASABIANCA  PIZZA RESTAURANT"
"277340","VICTORIO'S PIZZA PLUS","https://www.tripadvisor.com/Restaurant_Review-g60763-d10539122-Reviews-Victorio_s_Pizza_Plus-New_York_City_New_York.html","07/20/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,"A",0,0,"VICTORIO'S PIZZA PLUS"
"278408","SPEEDY ROMEO","https://www.tripadvisor.com/Restaurant_Review-g60763-d10155371-Reviews-Speedy_Romeo-New_York_City_New_York.html","07/21/2017","Food Protection Certificate not held by supervisor of food operations.",10,"A",40.755121972704,-73.980739948752,"SPEEDY ROMEO"
"278418","PIZZA BY CERTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d1963649-Reviews-Pizza_by_Cer_te-New_York_City_New_York.html","07/22/2016","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11,"A",40.725579548742,-73.977764828804,"PIZZA BY CERTE"
"278590","99Â¢ VILLAGE PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d23038358-Reviews-99_Cent_Village_Pizza-New_York_City_New_York.html","07/22/2019","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10,"A",40.775374392526,-73.956481956815,"99Â¢ VILLAGE PIZZA"
"278875","ROCKY'S PIZZA 14TH STREET CORP","https://www.tripadvisor.com/Restaurant_Review-g60763-d3722392-Reviews-Rocky_s_Pizza_14th_St-New_York_City_New_York.html","07/22/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,"A",40.77827285406,-73.95648366598,"ROCKY'S PIZZA 14TH STREET CORP"
"278886","J'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4432818-Reviews-J_s_Pizza-New_York_City_New_York.html","07/22/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,"A",40.787875653166,-73.953693100962,"J'S PIZZA"
